group_id,event,ambiguousflag,track_id,filename,video,frame,datetime,tagid,mergethreshold,eventid,short_interruption,complex,comment,error,to_review,labelbee_valid
204,U,,11737,5second/track_11737_5s.png,27_02_R_190808120000.cfr.mp4,43140,35:58.4,420,5s,420__11737,,,,,,
205,D,,13896,5second/track_13896_5s.png,27_02_R_190808120000.cfr.mp4,51841,43:13.7,420,5s,420__13896,,,,,,
206,D,,8671,5second/track_08671_5s.png,28_02_R_190808130000.cfr.mp4,40317,33:37.8,420,5s,420__8671,,,,,,
207,U,,9574,5second/track_09574_5s.png,30_02_R_190808150000.cfr.mp4,34314,28:38.7,420,5s,420__9574,,,,,,
208,D,,17731,5second/track_17731_5s.png,30_02_R_190808150000.cfr.mp4,60480,50:25.2,420,5s,420__17731,,,,,,
209,U,,25478,5second/track_25478_5s.png,31_02_R_190808160000.cfr.mp4,65010,54:12.6,420,5s,420__25478,,,,,,
210,DU,,9647,5second/track_09647_5s.png,28_02_R_190808130000.cfr.mp4,43633,36:43.3,428,5s,428__9647,,,,,,
211,D,,18371,5second/track_18371_5s.png,30_02_R_190808150000.cfr.mp4,62524,53:00.2,428,5s,428__18371,,,,,,
212,D,,13336,5second/track_13336_5s.png,31_02_R_190808160000.cfr.mp4,29017,24:14.9,434,5s,434__13336,,,,,,
213,D,,11817,5second/track_11817_5s.png,6_02_R_190807160000.cfr.mp4,49278,41:06.9,436,5s,436__11817,,,,,,
214,D,,6155,5second/track_06155_5s.png,6_02_R_190807160000.cfr.mp4,26669,22:17.4,449,5s,449__6155,,,,,,
215,D,,311,5second/track_00311_5s.png,27_02_R_190808120000.cfr.mp4,1723,01:29.0,449,5s,449__311,,,,,,
216,D,,20119,5second/track_20119_5s.png,30_02_R_190808150000.cfr.mp4,68428,57:03.8,449,5s,449__20119,,,,,,
217,D,,16253,5second/track_16253_5s.png,31_02_R_190808160000.cfr.mp4,35241,29:22.9,452,5s,452__16253,,,,,,
218,x,TRUE,5306,5second/track_05306_5s.png,5_02_R_190807150000.cfr.mp4,22682,18:54.6,453,5s,453__5306,,,stay_at_exit,FALSE,,TRUE
219,D,,12635,5second/track_12635_5s.png,1_02_R_190807110000.cfr.mp4,64937,54:07.8,472,5s,472__12635,,,,,,
220,U,,628,5second/track_00628_5s.png,2_02_R_190807120000.cfr.mp4,3077,02:34.7,472,5s,472__628,,,,,,
221,D,,3814,5second/track_03814_5s.png,2_02_R_190807120000.cfr.mp4,15990,13:21.2,472,5s,472__3814,,,,,,
222,DU,,3200,5second/track_03200_5s.png,5_02_R_190807150000.cfr.mp4,12797,10:45.5,472,5s,472__3200,,,stay_at_entrance,,,
223,D,TRUE,3436,5second/track_03436_5s.png,5_02_R_190807150000.cfr.mp4,14461,12:06.6,472,5s,472__3436,,,end_on_ramp,TRUE,,TRUE
224,U,,3533,5second/track_03533_5s.png,5_02_R_190807150000.cfr.mp4,14785,12:21.2,472,5s,472__3533,,,,,,
225,D,,1951,5second/track_01951_5s.png,27_02_R_190808120000.cfr.mp4,8512,07:06.7,472,5s,472__1951,,,,,,
226,D,,15121,5second/track_15121_5s.png,27_02_R_190808120000.cfr.mp4,56429,47:02.5,472,5s,472__15121,,,,,,
227,D,,10263,5second/track_10263_5s.png,28_02_R_190808130000.cfr.mp4,45830,38:13.8,472,5s,472__10263,,,,,,
228,U,,4310,5second/track_04310_5s.png,29_02_R_190808140000.cfr.mp4,19883,16:34.8,472,5s,472__4310,,,,,,
229,D,,5739,5second/track_05739_5s.png,29_02_R_190808140000.cfr.mp4,26845,22:23.6,472,5s,472__5739,,,,,,
230,DU,,5093,5second/track_05093_5s.png,1_02_R_190807110000.cfr.mp4,24956,21:00.3,474,5s,474__5093_5112,x,,stay_at_entrance,,,
231,x,TRUE,5279,5second/track_05279_5s.png,1_02_R_190807110000.cfr.mp4,25865,21:36.1,474,5s,474__5279_5286,x,,stay_at_entrance,,,
232,DU,,5313,5second/track_05313_5s.png,1_02_R_190807110000.cfr.mp4,26046,22:30.5,474,5s,474__5313,,,,,,
233,DU,,5434,5second/track_05434_5s.png,1_02_R_190807110000.cfr.mp4,27177,22:41.6,474,5s,474__5434,,,stay_at_entrance,,,
234,DU,TRUE,5521,5second/track_05521_5s.png,1_02_R_190807110000.cfr.mp4,27793,23:12.8,474,5s,474__5521,,,stay_at_entrance,,,
235,D,,8136,5second/track_08136_5s.png,4_02_R_190807140000.cfr.mp4,42389,35:24.6,474,5s,474__8136,,,,,,
236,U,,8455,5second/track_08455_5s.png,4_02_R_190807140000.cfr.mp4,43913,36:37.2,474,5s,474__8455,,,,,,
237,D,,9776,5second/track_09776_5s.png,31_02_R_190808160000.cfr.mp4,23300,19:26.4,474,5s,474__9776,,,,,,
238,D,,20509,5second/track_20509_5s.png,30_02_R_190808150000.cfr.mp4,69578,58:05.9,479,5s,479__20509,,,,,,
239,D,,6846,5second/track_06846_5s.png,31_02_R_190808160000.cfr.mp4,18362,15:20.4,480,5s,480__6846,,,,,,
240,DU,,9187,5second/track_09187_5s.png,1_02_R_190807110000.cfr.mp4,47073,39:30.7,488,5s,488__9187,,,,,,
241,D,,20700,5second/track_20700_5s.png,30_02_R_190808150000.cfr.mp4,70169,58:39.2,488,5s,488__20700_20737,,,,,,
242,D,,5831,5second/track_05831_5s.png,31_02_R_190808160000.cfr.mp4,16173,13:31.4,492,5s,492__5831,,,,,,
243,D,,15535,5second/track_15535_5s.png,6_02_R_190807160000.cfr.mp4,61370,51:18.7,503,5s,503__15535,,,,,,
244,D,,4005,5second/track_04005_5s.png,31_02_R_190808160000.cfr.mp4,12049,10:03.4,503,5s,503__4005,,,,,,
245,D,,12930,5second/track_12930_5s.png,28_02_R_190808130000.cfr.mp4,55572,46:39.2,509,5s,509__12930,,,,,,
246,D,,1188,5second/track_01188_5s.png,1_02_R_190807110000.cfr.mp4,5245,04:23.9,527,5s,527__1188,,,,,,
247,D,,12110,5second/track_12110_5s.png,1_02_R_190807110000.cfr.mp4,62250,51:53.1,527,5s,527__12110,,,,,,
248,D,,6813,5second/track_06813_5s.png,4_02_R_190807140000.cfr.mp4,36581,30:35.0,527,5s,527__6813,,,,,,
249,DU,,7243,5second/track_07243_5s.png,26_02_R_190808110000.cfr.mp4,27138,22:44.7,527,5s,527__7243_7273,x,,,,,
250,D,,15440,5second/track_15440_5s.png,26_02_R_190808110000.cfr.mp4,65029,54:12.8,527,5s,527__15440,,,,,,
251,D,,3813,5second/track_03813_5s.png,27_02_R_190808120000.cfr.mp4,15691,13:06.5,527,5s,527__3813,,,,,,
252,U,,8603,5second/track_08603_5s.png,27_02_R_190808120000.cfr.mp4,32128,26:47.6,527,5s,527__8603,,,,,,
253,D,,4706,5second/track_04706_5s.png,29_02_R_190808140000.cfr.mp4,21675,18:05.6,527,5s,527__4706,,,,,,
254,U,,11846,5second/track_11846_5s.png,30_02_R_190808150000.cfr.mp4,41872,34:55.2,527,5s,527__11846,,,,,,
255,D,,6265,5second/track_06265_5s.png,31_02_R_190808160000.cfr.mp4,17109,14:18.0,527,5s,527__6265,,,,,,
256,UD,,9598,5second/track_09598_5s.png,28_02_R_190808130000.cfr.mp4,43492,36:18.4,541,5s,541__9598,,,stay_at_exit,,,
257,UD,,12985,5second/track_12985_5s.png,2_02_R_190807120000.cfr.mp4,62343,51:58.8,556,5s,556__12985,,,stay_at_exit,,,
258,U,,2489,5second/track_02489_5s.png,6_02_R_190807160000.cfr.mp4,10516,08:49.9,556,5s,556__2489,,,,,,
259,D,,14221,5second/track_14221_5s.png,30_02_R_190808150000.cfr.mp4,48971,40:56.2,560,5s,560__14221,,,,,,
260,D,,4202,5second/track_04202_5s.png,2_02_R_190807120000.cfr.mp4,17845,14:58.8,566,5s,566__4202,,,,,,
261,U,,4407,5second/track_04407_5s.png,2_02_R_190807120000.cfr.mp4,18626,15:32.2,566,5s,566__4407,,,,,,
262,D,,3809,5second/track_03809_5s.png,31_02_R_190808160000.cfr.mp4,11542,09:42.0,567,5s,567__3809,,,,,,
263,U,,4832,5second/track_04832_5s.png,31_02_R_190808160000.cfr.mp4,14006,11:42.6,567,5s,567__4832,,,,,,
264,U,,3215,5second/track_03215_5s.png,26_02_R_190808110000.cfr.mp4,11869,09:54.3,568,5s,568__3215,,,,,,
265,D,,16646,5second/track_16646_5s.png,26_02_R_190808110000.cfr.mp4,70397,58:40.5,568,5s,568__16646,,,,,,
266,U,,4796,5second/track_04796_5s.png,28_02_R_190808130000.cfr.mp4,22861,19:03.6,568,5s,568__4796,,,,,,
267,D,,9912,5second/track_09912_5s.png,29_02_R_190808140000.cfr.mp4,43476,36:14.6,568,5s,568__9912,,,,,,
268,U,,11077,5second/track_11077_5s.png,29_02_R_190808140000.cfr.mp4,48864,40:44.2,568,5s,568__11077,,,,,,
269,DU,,5902,5second/track_05902_5s.png,3_02_R_190807130000.cfr.mp4,42414,35:43.3,572,5s,572__5902,,,,,,
270,DU,,10122,5second/track_10122_5s.png,3_02_R_190807130000.cfr.mp4,65011,54:49.3,572,5s,572__10122_10128_10160,x,TRUE,double u-turn,,,
271,DU,,10238,5second/track_10238_5s.png,3_02_R_190807130000.cfr.mp4,66340,55:25.1,572,5s,572__10238,,,,,,
272,DU,,10331,5second/track_10331_5s.png,3_02_R_190807130000.cfr.mp4,66924,55:53.4,572,5s,572__10331,,,stay_at_entrance,,,
273,D,,1983,5second/track_01983_5s.png,26_02_R_190808110000.cfr.mp4,7169,06:02.0,572,5s,572__1983,,,,,,
274,x,TRUE,2113,5second/track_02113_5s.png,26_02_R_190808110000.cfr.mp4,7609,06:21.0,572,5s,572__2113,,,stay_at_exit,FALSE,,TRUE
275,U,,2351,5second/track_02351_5s.png,26_02_R_190808110000.cfr.mp4,8492,07:07.4,572,5s,572__2351,,,,,,
276,D,,6115,5second/track_06115_5s.png,31_02_R_190808160000.cfr.mp4,16744,13:58.1,575,5s,575__6115,,,,,,
277,D,,26956,5second/track_26956_5s.png,31_02_R_190808160000.cfr.mp4,70282,58:35.6,575,5s,575__26956,,,,,,
278,D,,12321,5second/track_12321_5s.png,5_02_R_190807150000.cfr.mp4,53089,44:17.0,583,5s,583__12321,,,,,,
279,U,,17687,5second/track_17687_5s.png,31_02_R_190808160000.cfr.mp4,38717,32:16.9,583,5s,583__17687,,,,,,
280,D,,11548,5second/track_11548_5s.png,1_02_R_190807110000.cfr.mp4,58909,49:06.0,586,5s,586__11548,,,,,,
281,D,,4275,5second/track_04275_5s.png,3_02_R_190807130000.cfr.mp4,32936,27:34.2,586,5s,586__4275,,,,,,
282,D,,3296,5second/track_03296_5s.png,4_02_R_190807140000.cfr.mp4,19517,16:17.1,586,5s,586__3296,,,,,,
283,D,,5620,5second/track_05620_5s.png,1_02_R_190807110000.cfr.mp4,28201,23:32.2,607,5s,607__5620,,,,,,
284,UD,,1971,5second/track_01971_5s.png,2_02_R_190807120000.cfr.mp4,8301,06:59.8,607,5s,607__1971,,,stay_at_exit,,,
285,U,,1987,5second/track_01987_5s.png,2_02_R_190807120000.cfr.mp4,8376,07:01.5,607,5s,607__1987_1994,,,,FALSE,,TRUE
286,U,,5329,5second/track_05329_5s.png,5_02_R_190807150000.cfr.mp4,22813,19:03.3,607,5s,607__5329,,,,,,
287,D,,7190,5second/track_07190_5s.png,5_02_R_190807150000.cfr.mp4,29955,24:59.4,607,5s,607__7190,,,,,,
288,U,,6100,5second/track_06100_5s.png,26_02_R_190808110000.cfr.mp4,22653,18:54.8,607,5s,607__6100,,,,,,
289,D,,7188,5second/track_07188_5s.png,26_02_R_190808110000.cfr.mp4,26752,22:19.8,607,5s,607__7188,,,,,,
290,D,,5279,5second/track_05279_5s.png,27_02_R_190808120000.cfr.mp4,21452,17:53.7,607,5s,607__5279,,,,,,
291,U,,3434,5second/track_03434_5s.png,28_02_R_190808130000.cfr.mp4,16081,13:26.7,607,5s,607__3434,,,,,,
292,D,,4762,5second/track_04762_5s.png,28_02_R_190808130000.cfr.mp4,22609,18:52.2,607,5s,607__4762,,,,,,
293,UD,,8709,5second/track_08709_5s.png,29_02_R_190808140000.cfr.mp4,38988,32:32.0,607,5s,607__8709_8720,,,stay_at_exit,,,
294,U,,8729,5second/track_08729_5s.png,29_02_R_190808140000.cfr.mp4,39040,32:33.6,607,5s,607__8729,,,,,,
295,D,,11200,5second/track_11200_5s.png,29_02_R_190808140000.cfr.mp4,49492,41:15.8,607,5s,607__11200,,,,,,
296,U,,19660,5second/track_19660_5s.png,30_02_R_190808150000.cfr.mp4,66740,55:42.0,607,5s,607__19660,,,,,,
297,D,,5352,5second/track_05352_5s.png,31_02_R_190808160000.cfr.mp4,15188,12:40.1,607,5s,607__5352,,,,,,
298,D,,14103,5second/track_14103_5s.png,5_02_R_190807150000.cfr.mp4,61797,51:31.6,608,5s,608__14103,,,,,,
299,D,,14039,5second/track_14039_5s.png,6_02_R_190807160000.cfr.mp4,56612,47:12.6,608,5s,608__14039,,,,,,
300,U,,18212,5second/track_18212_5s.png,6_02_R_190807160000.cfr.mp4,69173,57:39.9,608,5s,608__18212,,,,,,
301,DU,,18699,5second/track_18699_5s.png,6_02_R_190807160000.cfr.mp4,70795,59:01.8,608,5s,608__18699,,,,,,
302,D,,274,5second/track_00274_5s.png,31_02_R_190808160000.cfr.mp4,985,00:52.7,608,5s,608__274,,,,,,
303,D,,7587,5second/track_07587_5s.png,1_02_R_190807110000.cfr.mp4,38569,32:10.3,609,5s,609__7587,,,,,,
304,D,,4458,5second/track_04458_5s.png,2_02_R_190807120000.cfr.mp4,18979,15:51.2,609,5s,609__4458,,,,,,
305,D,,3414,5second/track_03414_5s.png,4_02_R_190807140000.cfr.mp4,19965,16:40.4,609,5s,609__3414,,,,,,
306,D,,6628,5second/track_06628_5s.png,30_02_R_190808150000.cfr.mp4,22853,19:06.7,609,5s,609__6628,,,,,,
307,D,,6628,5second/track_06628_5s.png,26_02_R_190808110000.cfr.mp4,24446,20:24.4,611,5s,611__6628,,,,,,
308,U,,17410,5second/track_17410_5s.png,27_02_R_190808120000.cfr.mp4,67623,56:22.3,611,5s,611__17410,,,,,,
309,DU,,969,5second/track_00969_5s.png,27_02_R_190808120000.cfr.mp4,4515,04:14.5,618,5s,618__969_997_1016_1056_1086,x,TRUE,complex u-turn,,,
310,DU,,16576,5second/track_16576_5s.png,28_02_R_190808130000.cfr.mp4,71922,59:59.8,618,5s,618__16576,,,,,,
311,DU,,11757,5second/track_11757_5s.png,29_02_R_190808140000.cfr.mp4,52715,43:57.6,618,5s,618__11757,,,,,,
312,U,,1315,5second/track_01315_5s.png,30_02_R_190808150000.cfr.mp4,4818,04:12.0,618,5s,618__1315_1375,x,TRUE,u-turn in trajectory,,,
313,DU,,3509,5second/track_03509_5s.png,30_02_R_190808150000.cfr.mp4,12349,10:25.3,618,5s,618__3509,,,,,,
314,DU,,16093,5second/track_16093_5s.png,30_02_R_190808150000.cfr.mp4,54992,46:07.6,618,5s,618__16093,,,,,,
315,DU,,20309,5second/track_20309_5s.png,30_02_R_190808150000.cfr.mp4,68980,57:35.9,618,5s,618__20309,,,,,,
316,U,,11173,5second/track_11173_5s.png,31_02_R_190808160000.cfr.mp4,25489,21:15.6,618,5s,618__11173,,,,,,
317,UD,,4811,5second/track_04811_5s.png,1_02_R_190807110000.cfr.mp4,23265,19:43.1,629,5s,629__4811,,,,,,
318,U,,6898,5second/track_06898_5s.png,2_02_R_190807120000.cfr.mp4,29528,24:37.0,629,5s,629__6898,,,,,,
319,DU,,14357,5second/track_14357_5s.png,4_02_R_190807140000.cfr.mp4,67687,56:35.2,629,5s,629__14357,,,,,,
320,D,,2742,5second/track_02742_5s.png,26_02_R_190808110000.cfr.mp4,10113,08:29.3,629,5s,629__2742,,,,,,
321,D,,4957,5second/track_04957_5s.png,27_02_R_190808120000.cfr.mp4,20197,16:50.9,629,5s,629__4957,,,,,,
322,D,,15388,5second/track_15388_5s.png,28_02_R_190808130000.cfr.mp4,66029,55:02.3,629,5s,629__15388,,,,,,
323,U,,6393,5second/track_06393_5s.png,29_02_R_190808140000.cfr.mp4,29916,24:57.2,629,5s,629__6393,,,,,,
324,D,,366,5second/track_00366_5s.png,31_02_R_190808160000.cfr.mp4,1304,01:10.5,646,5s,646__366,,,,,,
325,D,,9562,5second/track_09562_5s.png,2_02_R_190807120000.cfr.mp4,44141,36:50.2,668,5s,668__9562,,,,,,
326,D,,7041,5second/track_07041_5s.png,26_02_R_190808110000.cfr.mp4,26103,21:55.0,668,5s,668__7041_7082,x,,,,,
327,U,,7263,5second/track_07263_5s.png,26_02_R_190808110000.cfr.mp4,27201,22:53.6,668,5s,668__7263_7286,x,TRUE,,,,
328,DU,,7780,5second/track_07780_5s.png,26_02_R_190808110000.cfr.mp4,29226,24:45.1,668,5s,668__7780_7798,x,,,,,
329,x,TRUE,7882,5second/track_07882_5s.png,26_02_R_190808110000.cfr.mp4,29889,24:55.0,668,5s,668__7882,,,stay_at_entrance,TRUE,,TRUE
330,D,,7916,5second/track_07916_5s.png,26_02_R_190808110000.cfr.mp4,30098,25:43.3,668,5s,668__7916,,,,,,
331,U,,8156,5second/track_08156_5s.png,26_02_R_190808110000.cfr.mp4,31249,26:06.5,668,5s,668__8156,,,,,,
332,DU,,8287,5second/track_08287_5s.png,26_02_R_190808110000.cfr.mp4,31866,26:49.2,668,5s,668__8287,,,,,,
333,DU,,15370,5second/track_15370_5s.png,26_02_R_190808110000.cfr.mp4,64732,54:10.1,668,5s,668__15370,,,,,,
334,D,,15979,5second/track_15979_5s.png,26_02_R_190808110000.cfr.mp4,67132,56:00.6,668,5s,668__15979,,,,,,
335,U,,16003,5second/track_16003_5s.png,26_02_R_190808110000.cfr.mp4,67210,56:04.1,668,5s,668__16003,,,,,,
336,D,,16435,5second/track_16435_5s.png,26_02_R_190808110000.cfr.mp4,69264,57:49.0,668,5s,668__16435,,,,,,
337,D,,15185,5second/track_15185_5s.png,28_02_R_190808130000.cfr.mp4,65271,54:36.0,668,5s,668__15185,,,,,,
338,D,,9138,5second/track_09138_5s.png,30_02_R_190808150000.cfr.mp4,32761,27:35.6,668,5s,668__9138,,,,,,
339,D,,19323,5second/track_19323_5s.png,31_02_R_190808160000.cfr.mp4,42963,35:49.5,668,5s,668__19323,,,,,,
340,D,,13334,5second/track_13334_5s.png,6_02_R_190807160000.cfr.mp4,54405,45:23.4,670,5s,670__13334,,,,,,
341,D,,323,5second/track_00323_5s.png,29_02_R_190808140000.cfr.mp4,1706,01:28.8,670,5s,670__323,,,,,,
342,U,,720,5second/track_00720_5s.png,29_02_R_190808140000.cfr.mp4,3494,02:55.3,670,5s,670__720,,,,,,
343,D,,2333,5second/track_02333_5s.png,6_02_R_190807160000.cfr.mp4,9760,08:17.4,673,5s,673__2333,,,,,,
344,D,,13761,5second/track_13761_5s.png,1_02_R_190807110000.cfr.mp4,71277,59:25.5,677,5s,677__13761,,,,,,
345,U,,6766,5second/track_06766_5s.png,4_02_R_190807140000.cfr.mp4,36387,30:20.6,677,5s,677__6766,,,,,,
346,D,,12193,5second/track_12193_5s.png,4_02_R_190807140000.cfr.mp4,59384,50:14.7,677,5s,677__12193,,,,,,
347,D,,12306,5second/track_12306_5s.png,4_02_R_190807140000.cfr.mp4,59820,49:53.0,677,5s,677__12306_12311,,,,TRUE,,TRUE
348,D,,2900,5second/track_02900_5s.png,26_02_R_190808110000.cfr.mp4,10741,08:58.0,677,5s,677__2900,,,,,,
349,D,,9637,5second/track_09637_5s.png,26_02_R_190808110000.cfr.mp4,38092,31:45.4,677,5s,677__9637,,,,,,
350,D,,11175,5second/track_11175_5s.png,26_02_R_190808110000.cfr.mp4,45339,37:47.9,677,5s,677__11175,,,,,,
351,U,,7250,5second/track_07250_5s.png,27_02_R_190808120000.cfr.mp4,27701,23:07.3,677,5s,677__7250,,,,,,
352,D,,8810,5second/track_08810_5s.png,27_02_R_190808120000.cfr.mp4,32848,27:25.0,677,5s,677__8810,,,,,,
353,U,,9577,5second/track_09577_5s.png,29_02_R_190808140000.cfr.mp4,41946,34:59.9,677,5s,677__9577,,,,,,
354,D,,6344,5second/track_06344_5s.png,30_02_R_190808150000.cfr.mp4,22090,18:26.2,677,5s,677__6344,,,,,,
355,D,,6803,5second/track_06803_5s.png,4_02_R_190807140000.cfr.mp4,36531,30:28.0,683,5s,683__6803,,,,,,
356,DU,,504,5second/track_00504_5s.png,1_02_R_190807110000.cfr.mp4,2271,01:58.6,693,5s,693__504,,,,,,
357,D,,640,5second/track_00640_5s.png,1_02_R_190807110000.cfr.mp4,2913,02:30.7,693,5s,693__640,,,,,,
358,UD,,712,5second/track_00712_5s.png,1_02_R_190807110000.cfr.mp4,3201,02:45.0,693,5s,693__712_718_726,,,,,,
359,D,,738,5second/track_00738_5s.png,1_02_R_190807110000.cfr.mp4,3284,02:55.8,693,5s,693__738,,,,,,
360,DU,,13526,5second/track_13526_5s.png,1_02_R_190807110000.cfr.mp4,69553,58:12.1,693,5s,693__13526,,,,,,
361,DU,,13598,5second/track_13598_5s.png,1_02_R_190807110000.cfr.mp4,70144,58:32.4,693,5s,693__13598,,,,,,
362,DU,,326,5second/track_00326_5s.png,2_02_R_190807120000.cfr.mp4,1576,01:23.4,693,5s,693__326,,,,,,
363,x,TRUE,565,5second/track_00565_5s.png,2_02_R_190807120000.cfr.mp4,2777,02:21.8,693,5s,693__565_568,,,stay_at_entrance,,,
364,D,,670,5second/track_00670_5s.png,2_02_R_190807120000.cfr.mp4,3263,02:51.8,693,5s,693__670,,,,,,
365,DU,,1291,5second/track_01291_5s.png,2_02_R_190807120000.cfr.mp4,6108,05:19.4,693,5s,693__1291_1334,x,,,,,
366,D,,8193,5second/track_08193_5s.png,3_02_R_190807130000.cfr.mp4,54294,45:51.3,693,5s,693__8193,,,,,,
367,U,,8345,5second/track_08345_5s.png,3_02_R_190807130000.cfr.mp4,55267,46:22.7,693,5s,693__8345,,,,,,
368,DU,,8439,5second/track_08439_5s.png,3_02_R_190807130000.cfr.mp4,55831,46:48.9,693,5s,693__8439_8463,x,,,,,
369,DU,,8537,5second/track_08537_5s.png,3_02_R_190807130000.cfr.mp4,56492,47:30.9,693,5s,693__8537,,,,,,
370,DU,,8755,5second/track_08755_5s.png,3_02_R_190807130000.cfr.mp4,57396,47:58.7,693,5s,693__8755,,,stay_at_entrance,,,
371,DU,,9058,5second/track_09058_5s.png,3_02_R_190807130000.cfr.mp4,59003,49:31.4,693,5s,693__9058,,,,,,
372,DU,,9175,5second/track_09175_5s.png,3_02_R_190807130000.cfr.mp4,59538,50:19.3,693,5s,693__9175,,,,,,
373,DU,,9417,5second/track_09417_5s.png,3_02_R_190807130000.cfr.mp4,60801,51:02.5,693,5s,693__9417_9471,x,,,,,
374,DU,,9854,5second/track_09854_5s.png,3_02_R_190807130000.cfr.mp4,62900,52:53.3,693,5s,693__9854,,,,,,
375,D,,14758,5second/track_14758_5s.png,6_02_R_190807160000.cfr.mp4,58976,49:10.5,699,5s,699__14758,,,,,,
376,D,,14430,5second/track_14430_5s.png,26_02_R_190808110000.cfr.mp4,60425,50:27.5,699,5s,699__14430,,,,,,
377,UD,,14499,5second/track_14499_5s.png,26_02_R_190808110000.cfr.mp4,60756,50:48.9,699,5s,699__14499,,,,,,
378,UD,TRUE,14567,5second/track_14567_5s.png,26_02_R_190808110000.cfr.mp4,61103,50:58.6,699,5s,699__14567_14584,,,stay_at_exit,TRUE,,TRUE
379,U,,13524,5second/track_13524_5s.png,29_02_R_190808140000.cfr.mp4,60062,50:03.8,699,5s,699__13524,,,,,,
380,U,,10867,5second/track_10867_5s.png,1_02_R_190807110000.cfr.mp4,55522,46:17.4,700,5s,700__10867,,,,,,
381,D,,951,5second/track_00951_5s.png,26_02_R_190808110000.cfr.mp4,3521,02:56.9,700,5s,700__951,,,,,,
382,U,,10484,5second/track_10484_5s.png,27_02_R_190808120000.cfr.mp4,38399,32:01.5,700,5s,700__10484,,,,,,
383,D,,11548,5second/track_11548_5s.png,27_02_R_190808120000.cfr.mp4,42275,35:16.1,700,5s,700__11548,,,,,,
384,D,,4684,5second/track_04684_5s.png,28_02_R_190808130000.cfr.mp4,22049,18:24.0,700,5s,700__4684,,,,,,
385,D,,5450,5second/track_05450_5s.png,29_02_R_190808140000.cfr.mp4,25296,21:05.5,700,5s,700__5450,,,,,,
386,D,,4721,5second/track_04721_5s.png,30_02_R_190808150000.cfr.mp4,16738,13:58.0,700,5s,700__4721,,,,,,
387,D,,1852,5second/track_01852_5s.png,1_02_R_190807110000.cfr.mp4,8224,06:51.8,704,5s,704__1852,,,,,,
388,DU,,8095,5second/track_08095_5s.png,5_02_R_190807150000.cfr.mp4,33154,27:44.8,704,5s,704__8095,,,stay_at_entrance,,,
389,D,,228,5second/track_00228_5s.png,26_02_R_190808110000.cfr.mp4,749,00:39.4,704,5s,704__228,,,,,,
390,D,,12450,5second/track_12450_5s.png,26_02_R_190808110000.cfr.mp4,51191,42:40.7,704,5s,704__12450,,,,,,
391,D,,6136,5second/track_06136_5s.png,29_02_R_190808140000.cfr.mp4,28949,24:08.9,704,5s,704__6136,,,,,,
392,D,,18647,5second/track_18647_5s.png,30_02_R_190808150000.cfr.mp4,63557,52:59.8,704,5s,704__18647,,,,,,
393,DU,,6375,5second/track_06375_5s.png,2_02_R_190807120000.cfr.mp4,27445,23:33.2,705,5s,705__6375,,,stay_at_entrance,,,
394,DU,,7730,5second/track_07730_5s.png,4_02_R_190807140000.cfr.mp4,40446,33:55.8,709,5s,709__7730,,,,,,
395,U,,1972,5second/track_01972_5s.png,1_02_R_190807110000.cfr.mp4,8787,07:20.6,730,5s,730__1972,,,,,,
396,DU,,9809,5second/track_09809_5s.png,1_02_R_190807110000.cfr.mp4,49960,41:45.9,730,5s,730__9809_9830,,TRUE,double u-turn,,,
397,DU,,9967,5second/track_09967_5s.png,1_02_R_190807110000.cfr.mp4,50908,42:36.0,730,5s,730__9967,,,,,,
398,D,,6239,5second/track_06239_5s.png,4_02_R_190807140000.cfr.mp4,34155,28:28.6,730,5s,730__6239,,,,,,
399,D,,14513,5second/track_14513_5s.png,6_02_R_190807160000.cfr.mp4,58143,48:30.9,733,5s,733__14513,,,,,,
400,U,,15057,5second/track_15057_5s.png,6_02_R_190807160000.cfr.mp4,59925,49:57.3,733,5s,733__15057,,,,,,
401,D,,10055,5second/track_10055_5s.png,1_02_R_190807110000.cfr.mp4,51384,42:57.2,735,5s,735__10055,,,,,,
402,DU,,5712,5second/track_05712_5s.png,29_02_R_190808140000.cfr.mp4,26618,22:18.7,735,5s,735__5712,,,,,,
403,D,,5897,5second/track_05897_5s.png,29_02_R_190808140000.cfr.mp4,27796,23:17.9,735,5s,735__5897,,,,,,
404,UD,,5972,5second/track_05972_5s.png,29_02_R_190808140000.cfr.mp4,28134,23:33.2,735,5s,735__5972_5992,,,"disjointed, stay_at_exit",,,
405,U,,6028,5second/track_06028_5s.png,29_02_R_190808140000.cfr.mp4,28448,24:15.5,735,5s,735__6028_6052,,x,,,,
406,DU,,6193,5second/track_06193_5s.png,29_02_R_190808140000.cfr.mp4,29270,24:41.8,735,5s,735__6193_6206,,,,,,
407,DU,,6512,5second/track_06512_5s.png,29_02_R_190808140000.cfr.mp4,30273,25:26.9,735,5s,735__6512_6516,,,,,,
408,DU,TRUE,6643,5second/track_06643_5s.png,29_02_R_190808140000.cfr.mp4,30761,25:39.3,735,5s,735__6643,,,stay_at_entrance,FALSE,,TRUE
409,DU,,6714,5second/track_06714_5s.png,29_02_R_190808140000.cfr.mp4,31013,26:01.9,735,5s,735__6714,,,,,,
410,x,TRUE,6805,5second/track_06805_5s.png,29_02_R_190808140000.cfr.mp4,31367,26:10.3,735,5s,735__6805,,,stay_at_entrance,FALSE,,TRUE
