group_id,event,ambiguousflag,short_interruption,complex,error,comment,to_review,labelbee_valid,track_id,filename,video,datetime,tagid,mergethreshold,eventid,frame
188,D,,,,,DU+DU,,,14196,5second/id_0188_track_14196_5s.png,29_02_R_190808140000.cfr.mp4,51:59.1,399,5s,399__14196,62382
189,DU,,x,x,,D+U,,,10987,5second/id_0189_track_10987_5s.png,1_02_R_190807110000.cfr.mp4,46:59.8,410,5s,410__10987_11031,56396
190,DU,,x,,,hesitate_on_ramp,,,56,5second/id_0190_track_00056_5s.png,2_02_R_190807120000.cfr.mp4,00:39.7,410,5s,410__56_91,794
191,DU,,,,,,,,1548,5second/id_0191_track_01548_5s.png,2_02_R_190807120000.cfr.mp4,06:06.7,410,5s,410__1548,7334
192,U,,,,,,,,10521,5second/id_0192_track_10521_5s.png,31_02_R_190808160000.cfr.mp4,20:25.6,410,5s,410__10521,24512
193,D,,,,,,,,8354,5second/id_0193_track_08354_5s.png,31_02_R_190808160000.cfr.mp4,17:34.9,411,5s,411__8354,21098
194,D,,,,,,,,16755,5second/id_0194_track_16755_5s.png,30_02_R_190808150000.cfr.mp4,47:47.1,417,5s,417__16755,57342
195,U,,,,,,,,17225,5second/id_0195_track_17225_5s.png,30_02_R_190808150000.cfr.mp4,48:48.4,417,5s,417__17225,58568
196,D,,x,,,"large_gap,hesitate_at_entrance",,,5531,5second/id_0196_track_05531_5s.png,31_02_R_190808160000.cfr.mp4,13:07.2,417,5s,417__5531_5575,15744
197,UD,,x,,,"U+D,large_gap",,,5721,5second/id_0197_track_05721_5s.png,31_02_R_190808160000.cfr.mp4,13:30.4,417,5s,417__5721_5737_5788,16208
198,U,,,,,,,,5968,5second/id_0198_track_05968_5s.png,31_02_R_190808160000.cfr.mp4,13:48.5,417,5s,417__5968,16570
199,U,,,,,,,,9647,5second/id_0199_track_09647_5s.png,1_02_R_190807110000.cfr.mp4,40:53.5,420,5s,420__9647,49070
200,D,,,,,,,,347,5second/id_0200_track_00347_5s.png,2_02_R_190807120000.cfr.mp4,01:28.8,420,5s,420__347,1776
201,D,,,,,,,,1069,5second/id_0201_track_01069_5s.png,3_02_R_190807130000.cfr.mp4,05:15.5,420,5s,420__1069,6310
202,U,,,,,,,,3433,5second/id_0202_track_03433_5s.png,4_02_R_190807140000.cfr.mp4,16:44.3,420,5s,420__3433,20086
203,D,,,,,,,,3335,5second/id_0203_track_03335_5s.png,26_02_R_190808110000.cfr.mp4,10:18.8,420,5s,420__3335,12376
204,U,,,,,,,,11737,5second/id_0204_track_11737_5s.png,27_02_R_190808120000.cfr.mp4,35:58.4,420,5s,420__11737,43168
205,D,,,,,,,,13896,5second/id_0205_track_13896_5s.png,27_02_R_190808120000.cfr.mp4,43:13.7,420,5s,420__13896,51874
206,D,,,,,,,,8671,5second/id_0206_track_08671_5s.png,28_02_R_190808130000.cfr.mp4,33:37.8,420,5s,420__8671,40356
207,U,,,,,,,,9574,5second/id_0207_track_09574_5s.png,30_02_R_190808150000.cfr.mp4,28:38.7,420,5s,420__9574,34374
208,D,,,,,,,,17731,5second/id_0208_track_17731_5s.png,30_02_R_190808150000.cfr.mp4,50:25.2,420,5s,420__17731,60504
209,U,,,,,,,,25478,5second/id_0209_track_25478_5s.png,31_02_R_190808160000.cfr.mp4,54:12.6,420,5s,420__25478,65052
210,DU,,,,,,,,9647,5second/id_0210_track_09647_5s.png,28_02_R_190808130000.cfr.mp4,36:43.3,428,5s,428__9647,44066
211,D,,,,,hesitate_on_ramp,,,18371,5second/id_0211_track_18371_5s.png,30_02_R_190808150000.cfr.mp4,53:00.2,428,5s,428__18371,63604
212,D,,,,,,,,13336,5second/id_0212_track_13336_5s.png,31_02_R_190808160000.cfr.mp4,24:14.9,434,5s,434__13336,29098
213,D,,,,,,,,11817,5second/id_0213_track_11817_5s.png,6_02_R_190807160000.cfr.mp4,41:06.9,436,5s,436__11817,49338
214,D,,,,,,,,6155,5second/id_0214_track_06155_5s.png,6_02_R_190807160000.cfr.mp4,22:17.4,449,5s,449__6155,26748
215,D,,,,,,,,311,5second/id_0215_track_00311_5s.png,27_02_R_190808120000.cfr.mp4,01:29.0,449,5s,449__311,1780
216,D,,,,,,,,20119,5second/id_0216_track_20119_5s.png,30_02_R_190808150000.cfr.mp4,57:03.8,449,5s,449__20119,68476
217,D,,,,,,,,16253,5second/id_0217_track_16253_5s.png,31_02_R_190808160000.cfr.mp4,29:22.9,452,5s,452__16253,35258
218,UD,x,,,,stay_at_exit,,,5306,5second/id_0218_track_05306_5s.png,5_02_R_190807150000.cfr.mp4,18:54.6,453,5s,453__5306,22692
219,D,,,,,,,,12635,5second/id_0219_track_12635_5s.png,1_02_R_190807110000.cfr.mp4,54:07.8,472,5s,472__12635,64956
220,U,,,,,,,,628,5second/id_0220_track_00628_5s.png,2_02_R_190807120000.cfr.mp4,02:34.7,472,5s,472__628,3094
221,D,,,,,,,,3814,5second/id_0221_track_03814_5s.png,2_02_R_190807120000.cfr.mp4,13:21.2,472,5s,472__3814,16024
222,DU,x,,,,stay_at_entrance,,,3200,5second/id_0222_track_03200_5s.png,5_02_R_190807150000.cfr.mp4,10:45.5,472,5s,472__3200,12910
223,D,x,,,,end_on_ramp,,,3436,5second/id_0223_track_03436_5s.png,5_02_R_190807150000.cfr.mp4,12:06.6,472,5s,472__3436,14532
224,U,,,,,,,,3533,5second/id_0224_track_03533_5s.png,5_02_R_190807150000.cfr.mp4,12:21.2,472,5s,472__3533,14824
225,D,,,,,,,,1951,5second/id_0225_track_01951_5s.png,27_02_R_190808120000.cfr.mp4,07:06.7,472,5s,472__1951,8534
226,D,,,,,,,,15121,5second/id_0226_track_15121_5s.png,27_02_R_190808120000.cfr.mp4,47:02.5,472,5s,472__15121,56450
227,D,,,,,,,,10263,5second/id_0227_track_10263_5s.png,28_02_R_190808130000.cfr.mp4,38:13.8,472,5s,472__10263,45876
228,U,,,,,,,,4310,5second/id_0228_track_04310_5s.png,29_02_R_190808140000.cfr.mp4,16:34.8,472,5s,472__4310,19896
229,D,,,,,,,,5739,5second/id_0229_track_05739_5s.png,29_02_R_190808140000.cfr.mp4,22:23.6,472,5s,472__5739,26872
230,DU,,,,,stay_at_entrance,,,5093,5second/id_0230_track_05093_5s.png,1_02_R_190807110000.cfr.mp4,21:00.3,474,5s,474__5093_5112,25206
231,DU,,,,,"stay_at_entrance,noise",,,5279,5second/id_0231_track_05279_5s.png,1_02_R_190807110000.cfr.mp4,21:36.1,474,5s,474__5279_5286,25922
232,DU,,,,,hesitate_on_ramp,,,5313,5second/id_0232_track_05313_5s.png,1_02_R_190807110000.cfr.mp4,22:30.5,474,5s,474__5313,27010
233,DU,,,,,stay_at_entrance,,,5434,5second/id_0233_track_05434_5s.png,1_02_R_190807110000.cfr.mp4,22:41.6,474,5s,474__5434,27232
234,DU,,,,,"stay_at_entrance,noise",,,5521,5second/id_0234_track_05521_5s.png,1_02_R_190807110000.cfr.mp4,23:12.8,474,5s,474__5521,27856
235,D,,,,,,,,8136,5second/id_0235_track_08136_5s.png,4_02_R_190807140000.cfr.mp4,35:24.6,474,5s,474__8136,42492
236,U,,,,,,,,8455,5second/id_0236_track_08455_5s.png,4_02_R_190807140000.cfr.mp4,36:37.2,474,5s,474__8455,43944
237,D,,,,,,,,9776,5second/id_0237_track_09776_5s.png,31_02_R_190808160000.cfr.mp4,19:26.4,474,5s,474__9776,23328
238,D,,,,,hesitate_at_border,,,20509,5second/id_0238_track_20509_5s.png,30_02_R_190808150000.cfr.mp4,58:05.9,479,5s,479__20509,69718
239,D,,,,,,,,6846,5second/id_0239_track_06846_5s.png,31_02_R_190808160000.cfr.mp4,15:20.4,480,5s,480__6846,18408
240,DU,,,,,,,,9187,5second/id_0240_track_09187_5s.png,1_02_R_190807110000.cfr.mp4,39:30.7,488,5s,488__9187,47414
241,D,,,,,hesitate_on_ramp,id_swap?,,20700,5second/id_0241_track_20700_5s.png,30_02_R_190808150000.cfr.mp4,58:39.2,488,5s,488__20700_20737,70384
242,D,,,,,,,,5831,5second/id_0242_track_05831_5s.png,31_02_R_190808160000.cfr.mp4,13:31.4,492,5s,492__5831,16228
243,D,,,,,,,,15535,5second/id_0243_track_15535_5s.png,6_02_R_190807160000.cfr.mp4,51:18.7,503,5s,503__15535,61574
244,D,,,,,,,,4005,5second/id_0244_track_04005_5s.png,31_02_R_190808160000.cfr.mp4,10:03.4,503,5s,503__4005,12068
245,D,,,,,hesitate_at_border,,,12930,5second/id_0245_track_12930_5s.png,28_02_R_190808130000.cfr.mp4,46:39.2,509,5s,509__12930,55984
246,D,,,,,,,,1188,5second/id_0246_track_01188_5s.png,1_02_R_190807110000.cfr.mp4,04:23.9,527,5s,527__1188,5278
247,D,,,,,,,,12110,5second/id_0247_track_12110_5s.png,1_02_R_190807110000.cfr.mp4,51:53.1,527,5s,527__12110,62262
248,D,,,,,hesitate_at_border,,,6813,5second/id_0248_track_06813_5s.png,4_02_R_190807140000.cfr.mp4,30:35.0,527,5s,527__6813,36700
249,DU,,x,,,,,,7243,5second/id_0249_track_07243_5s.png,26_02_R_190808110000.cfr.mp4,22:44.7,527,5s,527__7243_7273,27294
250,D,,,,,,,,15440,5second/id_0250_track_15440_5s.png,26_02_R_190808110000.cfr.mp4,54:12.8,527,5s,527__15440,65056
251,D,,,,,,,,3813,5second/id_0251_track_03813_5s.png,27_02_R_190808120000.cfr.mp4,13:06.5,527,5s,527__3813,15730
252,U,,,,,,,,8603,5second/id_0252_track_08603_5s.png,27_02_R_190808120000.cfr.mp4,26:47.6,527,5s,527__8603,32152
253,D,,,,,,,,4706,5second/id_0253_track_04706_5s.png,29_02_R_190808140000.cfr.mp4,18:05.6,527,5s,527__4706,21712
254,U,,,,,,,,11846,5second/id_0254_track_11846_5s.png,30_02_R_190808150000.cfr.mp4,34:55.2,527,5s,527__11846,41904
255,D,,,,,,,,6265,5second/id_0255_track_06265_5s.png,31_02_R_190808160000.cfr.mp4,14:18.0,527,5s,527__6265,17160
256,UD,,,,,stay_close_to_exit,,,9598,5second/id_0256_track_09598_5s.png,28_02_R_190808130000.cfr.mp4,36:18.4,541,5s,541__9598,43568
257,UD,,,,,stay_at_exit,,,12985,5second/id_0257_track_12985_5s.png,2_02_R_190807120000.cfr.mp4,51:58.8,556,5s,556__12985,62376
258,U,,,,,,,,2489,5second/id_0258_track_02489_5s.png,6_02_R_190807160000.cfr.mp4,08:49.9,556,5s,556__2489,10598
259,D,,,,,,,,14221,5second/id_0259_track_14221_5s.png,30_02_R_190808150000.cfr.mp4,40:56.2,560,5s,560__14221,49124
260,D,,,,,hesitate_on_ramp,,,4202,5second/id_0260_track_04202_5s.png,2_02_R_190807120000.cfr.mp4,14:58.8,566,5s,566__4202,17976
261,U,,,,,,,,4407,5second/id_0261_track_04407_5s.png,2_02_R_190807120000.cfr.mp4,15:32.2,566,5s,566__4407,18644
262,D,,,,,,,,3809,5second/id_0262_track_03809_5s.png,31_02_R_190808160000.cfr.mp4,09:42.0,567,5s,567__3809,11640
263,U,,,,,,,,4832,5second/id_0263_track_04832_5s.png,31_02_R_190808160000.cfr.mp4,11:42.6,567,5s,567__4832,14052
264,U,,,,,,,,3215,5second/id_0264_track_03215_5s.png,26_02_R_190808110000.cfr.mp4,09:54.3,568,5s,568__3215,11886
265,D,,,,,,,,16646,5second/id_0265_track_16646_5s.png,26_02_R_190808110000.cfr.mp4,58:40.5,568,5s,568__16646,70410
266,U,,,,,,,,4796,5second/id_0266_track_04796_5s.png,28_02_R_190808130000.cfr.mp4,19:03.6,568,5s,568__4796,22872
267,D,,,,,,,,9912,5second/id_0267_track_09912_5s.png,29_02_R_190808140000.cfr.mp4,36:14.6,568,5s,568__9912,43492
268,U,,,,,,,,11077,5second/id_0268_track_11077_5s.png,29_02_R_190808140000.cfr.mp4,40:44.2,568,5s,568__11077,48884
269,DU,,,,,hesitate_on_ramp,,,5902,5second/id_0269_track_05902_5s.png,3_02_R_190807130000.cfr.mp4,35:43.3,572,5s,572__5902,42866
270,DU,,x,,,DU+DU,,,10122,5second/id_0270_track_10122_5s.png,3_02_R_190807130000.cfr.mp4,54:49.3,572,5s,572__10122_10128_10160,65786
271,DU,,,,,,,,10238,5second/id_0271_track_10238_5s.png,3_02_R_190807130000.cfr.mp4,55:25.1,572,5s,572__10238,66502
272,DU,,,,,,,,10331,5second/id_0272_track_10331_5s.png,3_02_R_190807130000.cfr.mp4,55:53.4,572,5s,572__10331,67068
273,D,,,,,,,,1983,5second/id_0273_track_01983_5s.png,26_02_R_190808110000.cfr.mp4,06:02.0,572,5s,572__1983,7240
274,UD,x,,,,stay_at_exit,,,2113,5second/id_0274_track_02113_5s.png,26_02_R_190808110000.cfr.mp4,06:21.0,572,5s,572__2113,7620
275,U,,,,,hesitate_at_start,,,2351,5second/id_0275_track_02351_5s.png,26_02_R_190808110000.cfr.mp4,07:07.4,572,5s,572__2351,8548
276,D,,,,,,,,6115,5second/id_0276_track_06115_5s.png,31_02_R_190808160000.cfr.mp4,13:58.1,575,5s,575__6115,16762
277,D,,,,,,,,26956,5second/id_0277_track_26956_5s.png,31_02_R_190808160000.cfr.mp4,58:35.6,575,5s,575__26956,70312
278,D,,,,,,,,12321,5second/id_0278_track_12321_5s.png,5_02_R_190807150000.cfr.mp4,44:17.0,583,5s,583__12321,53140
279,U,,,,,,,,17687,5second/id_0279_track_17687_5s.png,31_02_R_190808160000.cfr.mp4,32:16.9,583,5s,583__17687,38738
280,D,,,,,,,,11548,5second/id_0280_track_11548_5s.png,1_02_R_190807110000.cfr.mp4,49:06.0,586,5s,586__11548,58920
281,D,,,,,hesitate_on_ramp,,,4275,5second/id_0281_track_04275_5s.png,3_02_R_190807130000.cfr.mp4,27:34.2,586,5s,586__4275,33084
282,D,,,,,,,,3296,5second/id_0282_track_03296_5s.png,4_02_R_190807140000.cfr.mp4,16:17.1,586,5s,586__3296,19542
283,D,,,,,,,,5620,5second/id_0283_track_05620_5s.png,1_02_R_190807110000.cfr.mp4,23:32.2,607,5s,607__5620,28244
284,UD,,,,,stay_close_to_exit,,,1971,5second/id_0284_track_01971_5s.png,2_02_R_190807120000.cfr.mp4,06:59.8,607,5s,607__1971,8396
285,U,,x,,,,,,1987,5second/id_0285_track_01987_5s.png,2_02_R_190807120000.cfr.mp4,07:01.5,607,5s,607__1987_1994,8430
286,U,,,,,,,,5329,5second/id_0286_track_05329_5s.png,5_02_R_190807150000.cfr.mp4,19:03.3,607,5s,607__5329,22866
287,D,,,,,,,,7190,5second/id_0287_track_07190_5s.png,5_02_R_190807150000.cfr.mp4,24:59.4,607,5s,607__7190,29988
288,U,,,,,,,,6100,5second/id_0288_track_06100_5s.png,26_02_R_190808110000.cfr.mp4,18:54.8,607,5s,607__6100,22696
289,D,,,,,,,,7188,5second/id_0289_track_07188_5s.png,26_02_R_190808110000.cfr.mp4,22:19.8,607,5s,607__7188,26796
290,D,,,,,,,,5279,5second/id_0290_track_05279_5s.png,27_02_R_190808120000.cfr.mp4,17:53.7,607,5s,607__5279,21474
291,U,,,,,,,,3434,5second/id_0291_track_03434_5s.png,28_02_R_190808130000.cfr.mp4,13:26.7,607,5s,607__3434,16134
292,D,,,,,,,,4762,5second/id_0292_track_04762_5s.png,28_02_R_190808130000.cfr.mp4,18:52.2,607,5s,607__4762,22644
293,,,,,,missing,,,8709,5second/id_0293_track_08709_5s.png,29_02_R_190808140000.cfr.mp4,32:32.0,607,5s,607__8709_8720,39040
294,U,,,,,,,,8729,5second/id_0294_track_08729_5s.png,29_02_R_190808140000.cfr.mp4,32:33.6,607,5s,607__8729,39072
295,D,,,,,,,,11200,5second/id_0295_track_11200_5s.png,29_02_R_190808140000.cfr.mp4,41:15.8,607,5s,607__11200,49516
296,U,,,,,,,,19660,5second/id_0296_track_19660_5s.png,30_02_R_190808150000.cfr.mp4,55:42.0,607,5s,607__19660,66840
297,D,,,,,,,,5352,5second/id_0297_track_05352_5s.png,31_02_R_190808160000.cfr.mp4,12:40.1,607,5s,607__5352,15202
298,D,,,,,,,,14103,5second/id_0298_track_14103_5s.png,5_02_R_190807150000.cfr.mp4,51:31.6,608,5s,608__14103,61832
299,D,,,,,,,,14039,5second/id_0299_track_14039_5s.png,6_02_R_190807160000.cfr.mp4,47:12.6,608,5s,608__14039,56652
300,U,,,,,,,,18212,5second/id_0300_track_18212_5s.png,6_02_R_190807160000.cfr.mp4,57:39.9,608,5s,608__18212,69198
301,DU,,,,,,,,18699,5second/id_0301_track_18699_5s.png,6_02_R_190807160000.cfr.mp4,59:01.8,608,5s,608__18699,70836
302,D,,,,,,,,274,5second/id_0302_track_00274_5s.png,31_02_R_190808160000.cfr.mp4,00:52.7,608,5s,608__274,1054
303,D,,,,,,,,7587,5second/id_0303_track_07587_5s.png,1_02_R_190807110000.cfr.mp4,32:10.3,609,5s,609__7587,38606
304,D,,,,,,,,4458,5second/id_0304_track_04458_5s.png,2_02_R_190807120000.cfr.mp4,15:51.2,609,5s,609__4458,19024
305,D,,,,,hesitate_at_exit,,,3414,5second/id_0305_track_03414_5s.png,4_02_R_190807140000.cfr.mp4,16:40.4,609,5s,609__3414,20008
306,D,,,,,hesitate_on_ramp,,,6628,5second/id_0306_track_06628_5s.png,30_02_R_190808150000.cfr.mp4,19:06.7,609,5s,609__6628,22934
307,D,,,,,hesitate_at_start,,,6628,5second/id_0307_track_06628_5s.png,26_02_R_190808110000.cfr.mp4,20:24.4,611,5s,611__6628,24488
308,U,,,,,,,,17410,5second/id_0308_track_17410_5s.png,27_02_R_190808120000.cfr.mp4,56:22.3,611,5s,611__17410,67646
309,DU,,x,x,,"multiple_back_and_forth,DU+DU",,,969,5second/id_0309_track_00969_5s.png,27_02_R_190808120000.cfr.mp4,04:14.5,618,5s,618__969_997_1016_1056_1086,5090
310,DU,,,,,,,,16576,5second/id_0310_track_16576_5s.png,28_02_R_190808130000.cfr.mp4,59:59.8,618,5s,618__16576,71996
311,DU,,,,,,,,11757,5second/id_0311_track_11757_5s.png,29_02_R_190808140000.cfr.mp4,43:57.6,618,5s,618__11757,52752
312,U,,x,x,,"U+DU,large_gap,start_on_ramp",,,1315,5second/id_0312_track_01315_5s.png,30_02_R_190808150000.cfr.mp4,04:12.0,618,5s,618__1315_1375,5040
313,DU,,,,,,,,3509,5second/id_0313_track_03509_5s.png,30_02_R_190808150000.cfr.mp4,10:25.3,618,5s,618__3509,12506
314,DU,,,,,"track_jump,end_on_ramp",tracking_error?,,16093,5second/id_0314_track_16093_5s.png,30_02_R_190808150000.cfr.mp4,46:07.6,618,5s,618__16093,55352
315,DU,,,,,,,,20309,5second/id_0315_track_20309_5s.png,30_02_R_190808150000.cfr.mp4,57:35.9,618,5s,618__20309,69118
316,U,,,,,,,,11173,5second/id_0316_track_11173_5s.png,31_02_R_190808160000.cfr.mp4,21:15.6,618,5s,618__11173,25512
317,UD,,,,True,bad_tracking,asymmetric behavior,True,4811,5second/id_0317_track_04811_5s.png,1_02_R_190807110000.cfr.mp4,19:43.1,629,5s,629__4811,23662
318,U,,,,,,,,6898,5second/id_0318_track_06898_5s.png,2_02_R_190807120000.cfr.mp4,24:37.0,629,5s,629__6898,29540
319,DU,,,,,,,,14357,5second/id_0319_track_14357_5s.png,4_02_R_190807140000.cfr.mp4,56:35.2,629,5s,629__14357,67904
320,D,,,,,,,,2742,5second/id_0320_track_02742_5s.png,26_02_R_190808110000.cfr.mp4,08:29.3,629,5s,629__2742,10186
321,D,,,,,,,,4957,5second/id_0321_track_04957_5s.png,27_02_R_190808120000.cfr.mp4,16:50.9,629,5s,629__4957,20218
322,D,,,,,,,,15388,5second/id_0322_track_15388_5s.png,28_02_R_190808130000.cfr.mp4,55:02.3,629,5s,629__15388,66046
323,U,,,,,,,,6393,5second/id_0323_track_06393_5s.png,29_02_R_190808140000.cfr.mp4,24:57.2,629,5s,629__6393,29944
324,D,,,,,,,,366,5second/id_0324_track_00366_5s.png,31_02_R_190808160000.cfr.mp4,01:10.5,646,5s,646__366,1410
325,D,,,,,,,,9562,5second/id_0325_track_09562_5s.png,2_02_R_190807120000.cfr.mp4,36:50.2,668,5s,668__9562,44204
326,D,,x,,,,,,7041,5second/id_0326_track_07041_5s.png,26_02_R_190808110000.cfr.mp4,21:55.0,668,5s,668__7041_7082,26300
327,U,,x,x,,"U+DU,large_gap",,,7263,5second/id_0327_track_07263_5s.png,26_02_R_190808110000.cfr.mp4,22:53.6,668,5s,668__7263_7286,27472
328,DU,,x,,,,,,7780,5second/id_0328_track_07780_5s.png,26_02_R_190808110000.cfr.mp4,24:45.1,668,5s,668__7780_7798,29702
329,DU,,,,,stay_at_entrance,,,7882,5second/id_0329_track_07882_5s.png,26_02_R_190808110000.cfr.mp4,24:55.0,668,5s,668__7882,29900
330,D,,,,,,,,7916,5second/id_0330_track_07916_5s.png,26_02_R_190808110000.cfr.mp4,25:43.3,668,5s,668__7916,30866
331,U,,,,,,,,8156,5second/id_0331_track_08156_5s.png,26_02_R_190808110000.cfr.mp4,26:06.5,668,5s,668__8156,31330
332,DU,,,,,,,x,8287,5second/id_0332_track_08287_5s.png,26_02_R_190808110000.cfr.mp4,26:49.2,668,5s,668__8287,32184
333,DU,,,,,,,x,15370,5second/id_0333_track_15370_5s.png,26_02_R_190808110000.cfr.mp4,54:10.1,668,5s,668__15370,65002
334,D,,,,,,did uturn outside the ramp,x,15979,5second/id_0334_track_15979_5s.png,26_02_R_190808110000.cfr.mp4,56:00.6,668,5s,668__15979,67212
335,U,,,,,,did uturn outside the ramp,x,16003,5second/id_0335_track_16003_5s.png,26_02_R_190808110000.cfr.mp4,56:04.1,668,5s,668__16003,67282
336,D,,,,,,,x,16435,5second/id_0336_track_16435_5s.png,26_02_R_190808110000.cfr.mp4,57:49.0,668,5s,668__16435,69380
337,D,,,,,,,x,15185,5second/id_0337_track_15185_5s.png,28_02_R_190808130000.cfr.mp4,54:36.0,668,5s,668__15185,65520
338,D,,,,,,,,9138,5second/id_0338_track_09138_5s.png,30_02_R_190808150000.cfr.mp4,27:35.6,668,5s,668__9138,33112
339,D,,,,,,,True,19323,5second/id_0339_track_19323_5s.png,31_02_R_190808160000.cfr.mp4,35:49.5,668,5s,668__19323,42990
340,D,,,,,,,,13334,5second/id_0340_track_13334_5s.png,6_02_R_190807160000.cfr.mp4,45:23.4,670,5s,670__13334,54468
341,D,,,,,,,,323,5second/id_0341_track_00323_5s.png,29_02_R_190808140000.cfr.mp4,01:28.8,670,5s,670__323,1776
342,U,,,,,,,,720,5second/id_0342_track_00720_5s.png,29_02_R_190808140000.cfr.mp4,02:55.3,670,5s,670__720,3506
343,D,,,,True,no_tag,,True,2333,5second/id_0343_track_02333_5s.png,6_02_R_190807160000.cfr.mp4,08:17.4,673,5s,673__2333,9948
344,D,,,,,,,True,13761,5second/id_0344_track_13761_5s.png,1_02_R_190807110000.cfr.mp4,59:25.5,677,5s,677__13761,71310
345,U,,,,,,,,6766,5second/id_0345_track_06766_5s.png,4_02_R_190807140000.cfr.mp4,30:20.6,677,5s,677__6766,36412
346,D,,,,True,no_tag,,True,12193,5second/id_0346_track_12193_5s.png,4_02_R_190807140000.cfr.mp4,50:14.7,677,5s,677__12193,60294
347,D,,,,True,interruption_on_ramp,"overall event correct, but some tracking issues",True,12306,5second/id_0347_track_12306_5s.png,4_02_R_190807140000.cfr.mp4,49:53.0,677,5s,677__12306_12311,59860
348,D,,,,,,,,2900,5second/id_0348_track_02900_5s.png,26_02_R_190808110000.cfr.mp4,08:58.0,677,5s,677__2900,10760
349,U,,,,,,,,9637,5second/id_0349_track_09637_5s.png,26_02_R_190808110000.cfr.mp4,31:45.4,677,5s,677__9637,38108
350,D,,,,,,,,11175,5second/id_0350_track_11175_5s.png,26_02_R_190808110000.cfr.mp4,37:47.9,677,5s,677__11175,45358
351,U,,,,,,,,7250,5second/id_0351_track_07250_5s.png,27_02_R_190808120000.cfr.mp4,23:07.3,677,5s,677__7250,27746
352,D,,,,,,,,8810,5second/id_0352_track_08810_5s.png,27_02_R_190808120000.cfr.mp4,27:25.0,677,5s,677__8810,32900
353,U,,,,,,,,9577,5second/id_0353_track_09577_5s.png,29_02_R_190808140000.cfr.mp4,34:59.9,677,5s,677__9577,41998
354,D,,,,,,,,6344,5second/id_0354_track_06344_5s.png,30_02_R_190808150000.cfr.mp4,18:26.2,677,5s,677__6344,22124
355,D,,,,,,,,6803,5second/id_0355_track_06803_5s.png,4_02_R_190807140000.cfr.mp4,30:28.0,683,5s,683__6803,36560
356,DU,,,,,,,,504,5second/id_0356_track_00504_5s.png,1_02_R_190807110000.cfr.mp4,01:58.6,693,5s,693__504,2372
357,D,,,,,,,,640,5second/id_0357_track_00640_5s.png,1_02_R_190807110000.cfr.mp4,02:30.7,693,5s,693__640,3014
358,UD,,,,,,,,712,5second/id_0358_track_00712_5s.png,1_02_R_190807110000.cfr.mp4,02:45.0,693,5s,693__712_718_726,3300
359,D,,,,True,tracking_error,,True,738,5second/id_0359_track_00738_5s.png,1_02_R_190807110000.cfr.mp4,02:55.8,693,5s,693__738,3516
360,DU,,,,,,,,13526,5second/id_0360_track_13526_5s.png,1_02_R_190807110000.cfr.mp4,58:12.1,693,5s,693__13526,69842
361,DU,,,,,,,,13598,5second/id_0361_track_13598_5s.png,1_02_R_190807110000.cfr.mp4,58:32.4,693,5s,693__13598,70248
362,DU,,,,,,,,326,5second/id_0362_track_00326_5s.png,2_02_R_190807120000.cfr.mp4,01:23.4,693,5s,693__326,1668
363,DU,,,,,,,,565,5second/id_0363_track_00565_5s.png,2_02_R_190807120000.cfr.mp4,02:21.8,693,5s,693__565_568,2836
364,D,,,,,,,,670,5second/id_0364_track_00670_5s.png,2_02_R_190807120000.cfr.mp4,02:51.8,693,5s,693__670,3436
365,DU,,,,,,,,1291,5second/id_0365_track_01291_5s.png,2_02_R_190807120000.cfr.mp4,05:19.4,693,5s,693__1291_1334,6388
366,D,,,,,,,True,8193,5second/id_0366_track_08193_5s.png,3_02_R_190807130000.cfr.mp4,45:51.3,693,5s,693__8193,55026
367,U,,,,,,,,8345,5second/id_0367_track_08345_5s.png,3_02_R_190807130000.cfr.mp4,46:22.7,693,5s,693__8345,55654
368,DU,,,,,,,,8439,5second/id_0368_track_08439_5s.png,3_02_R_190807130000.cfr.mp4,46:48.9,693,5s,693__8439_8463,56178
369,DU,,,,,,,True,8537,5second/id_0369_track_08537_5s.png,3_02_R_190807130000.cfr.mp4,47:30.9,693,5s,693__8537,57018
370,DU,,,,,,,,8755,5second/id_0370_track_08755_5s.png,3_02_R_190807130000.cfr.mp4,47:58.7,693,5s,693__8755,57574
371,DU,,,,,,,,9058,5second/id_0371_track_09058_5s.png,3_02_R_190807130000.cfr.mp4,49:31.4,693,5s,693__9058,59428
372,DU,,,,,,,,9175,5second/id_0372_track_09175_5s.png,3_02_R_190807130000.cfr.mp4,50:19.3,693,5s,693__9175,60386
373,DU,,,,,,,,9417,5second/id_0373_track_09417_5s.png,3_02_R_190807130000.cfr.mp4,51:02.5,693,5s,693__9417_9471,61250
374,DU,,,,,,,,9854,5second/id_0374_track_09854_5s.png,3_02_R_190807130000.cfr.mp4,52:53.3,693,5s,693__9854,63466
375,D,,,,,,,,14758,5second/id_0375_track_14758_5s.png,6_02_R_190807160000.cfr.mp4,49:10.5,699,5s,699__14758,59010
376,D,,,,,,,,14430,5second/id_0376_track_14430_5s.png,26_02_R_190808110000.cfr.mp4,50:27.5,699,5s,699__14430,60550
377,UD,,,,,,,,14499,5second/id_0377_track_14499_5s.png,26_02_R_190808110000.cfr.mp4,50:48.9,699,5s,699__14499,60978
378,UD,,,,,,,,14567,5second/id_0378_track_14567_5s.png,26_02_R_190808110000.cfr.mp4,50:58.6,699,5s,699__14567_14584,61172
